,sample1,sample2,sample3,sample4
ENSG00000174500,1.624420602,1.624643392,1.724391127,1.627022107
ENSG00000174501,3.504377391,3.55498157,3.648804159,3.637553214
ENSG00000174502,1.941381746,1.90225143,1.816697814,1.819074631
ENSG00000174514,4.135729048,4.400314153,4.146132344,4.13849134
ENSG00000174516,3.367672628,3.430290839,3.358268297,3.354396041
ENSG00000174547,6.150256812,6.195385232,5.839777219,5.8982974
ENSG00000174564,2.98710994,3.049868119,2.989703511,3.198535915
ENSG00000174567,4.983554133,4.800187473,4.710206758,4.770013791
ENSG00000174574,7.958565923,7.983940364,8.278320567,8.401305582
ENSG00000174579,6.408482909,6.71622283,6.513891655,6.400960718
ENSG00000174586,2.616098291,2.541068754,2.587663058,2.547901631
ENSG00000174606,5.983581003,5.834223005,5.974004159,5.59500622
ENSG00000174607,7.708040075,7.553161685,8.037604755,7.798166231
ENSG00000174628,3.929039597,3.912396876,3.852898124,3.841139567
ENSG00000174652,4.577984527,4.7603983,4.717742266,4.784377252
ENSG00000174669,5.799078328,5.813080958,5.487513573,5.581554928
ENSG00000174684,4.835997273,4.732350302,4.801631916,5.045115509
ENSG00000174695,7.753648246,8.059147307,8.212461186,8.401841978
ENSG00000174705,3.006549841,3.112412563,3.108078773,3.126390413
ENSG00000174718,7.080971684,7.250892137,7.473754874,7.640914032
ENSG00000174720,6.832041987,6.567989949,6.842324787,6.813423792
ENSG00000174721,1.515520321,1.476489461,1.473874816,1.463099953
ENSG00000174738,7.230807783,7.173906803,7.583762938,7.413823451
ENSG00000174744,5.998407389,6.016197927,5.824381229,5.834114842
ENSG00000174748,10.13181183,10.06468979,9.869945274,10.03390724
ENSG00000174749,6.835087874,6.786486631,6.981963333,6.92300515
ENSG00000174775,5.606796039,5.395037408,4.983119855,5.227735803
ENSG00000174780,8.250489911,8.232650458,8.257129501,8.104043506
ENSG00000174791,3.627482957,3.801310484,3.682927512,3.596367916
ENSG00000174796,5.164921209,5.167126426,5.302744976,5.071397815
ENSG00000174799,4.729742608,4.745834033,4.753617941,4.954815361
ENSG00000174804,4.236246011,4.287317632,4.216920687,4.242086753
ENSG00000174808,4.064110643,4.162001253,4.1314876,4.367416343
ENSG00000174827,4.927876082,4.841712533,5.039566441,4.865261548
ENSG00000174839,6.200363954,5.930896805,5.999112384,6.248268779
ENSG00000174840,5.340197124,5.394031956,5.342129465,5.285633702
ENSG00000174842,4.246712475,4.244408921,4.42932235,4.238208829
ENSG00000174851,6.015041179,6.2354979,5.885170819,5.875468951
ENSG00000174886,5.747198557,5.774317871,5.692583315,5.529325437
ENSG00000174891,5.38300973,5.341459612,5.296328358,5.291688543
ENSG00000174903,8.935380602,8.88329028,8.591682912,8.490367681
ENSG00000174915,6.07277697,5.935528224,5.953264715,5.908764055
ENSG00000174917,4.317135546,4.24264939,4.136486266,4.039400047
ENSG00000174928,2.178831145,2.170130235,2.169213298,2.200976752
ENSG00000174938,6.533689009,6.078709781,6.488099581,6.435280697
ENSG00000174939,3.973184343,3.794219936,3.72707976,3.716992067
ENSG00000174943,4.859050974,4.686274787,4.743152105,4.820567944
ENSG00000174951,4.90886116,5.042114523,5.143372852,5.075567304
ENSG00000174953,6.891693633,7.006749481,7.31096251,7.297439984
ENSG00000174989,4.645679724,4.573943328,4.626282374,4.597003941
ENSG00000174996,5.621775035,5.651429916,5.679784185,5.578622902
ENSG00000175029,8.231464909,8.461238373,8.390386803,8.095540999
ENSG00000175048,3.725887647,3.785316724,3.826305076,3.938776341
ENSG00000175054,7.039704087,7.04376611,6.890640549,7.00180696
ENSG00000175063,7.537162863,7.511392746,6.996454969,7.285243619
ENSG00000175066,6.349237822,6.710003856,6.714960095,6.718853648
ENSG00000175073,6.875843247,6.749627453,6.988618017,7.110345339
ENSG00000175087,5.693410588,5.666406935,5.683773202,5.717970992
ENSG00000175104,5.690702142,5.521892347,5.482573086,5.965895607
ENSG00000175105,4.707887185,4.596077618,4.79914063,4.737612
ENSG00000175106,2.292007898,2.308319834,2.353433188,2.414881616
ENSG00000175110,5.849448442,5.802404616,5.658138249,5.7961179
ENSG00000175115,7.144177171,7.13862951,7.494742434,7.40311822
ENSG00000175130,9.717028226,9.703982984,9.574326626,9.715168841
ENSG00000175137,5.603202389,5.498886952,5.475118681,5.462559006
ENSG00000175155,5.097375975,5.066811088,5.16253832,5.160538552
ENSG00000175164,4.548496737,4.74476158,4.82404675,4.691236388
ENSG00000175166,8.731195173,8.753475931,8.64539694,8.807445995
ENSG00000175182,4.724597848,4.606466523,4.754460807,4.603977001
ENSG00000175193,6.255014901,6.325722763,6.196382117,6.253805339
ENSG00000175197,4.406121561,4.665514479,4.710153673,4.679061373
ENSG00000175198,5.320680829,5.482326563,5.534691003,5.229034109
ENSG00000175203,6.765809764,7.046417759,6.737132884,6.906171202
ENSG00000175213,4.870725183,4.762502317,4.772259755,4.693462532
ENSG00000175215,8.496737119,8.616555436,9.006952986,8.72977548
ENSG00000175216,9.187810604,9.100428623,9.141926316,9.313909087
ENSG00000175220,7.340893186,7.306182467,7.312367987,7.204344932
ENSG00000175221,6.514850098,6.154773164,6.35535555,5.79901473
ENSG00000175224,7.74367542,7.807566322,7.981596361,7.841005492
ENSG00000175265,6.863175769,6.683720821,7.336753245,7.167940252
ENSG00000175274,7.337380758,7.28181824,7.332977306,7.188468674
ENSG00000175279,4.048399376,3.99950446,4.04902437,3.831775606
ENSG00000175283,5.030425659,4.930237201,4.912767656,5.116647621
ENSG00000175305,4.929719288,4.868582998,4.622095016,4.758662167
ENSG00000175309,5.340108231,5.500837057,5.4757363,5.50083416
ENSG00000175311,4.174824741,4.124095087,4.010897851,4.036709583
ENSG00000175315,1.976594065,1.958168605,1.900474184,1.924553633
ENSG00000175318,1.867611225,1.944645144,1.866540683,1.840516587
ENSG00000175322,4.325490777,4.413770281,4.238973039,4.73046099
ENSG00000175324,4.816268108,4.80007006,4.714691991,4.704529929
ENSG00000175334,7.79444515,7.90376655,7.19779219,7.380163171
ENSG00000175344,2.129892791,2.098282194,2.197523686,2.249722949
ENSG00000175348,6.56982512,6.567448676,6.974823453,6.968296811
ENSG00000175354,6.659605433,6.642100929,6.560379105,6.532133603
ENSG00000175376,5.917974398,5.700899853,5.842688582,5.565487886
ENSG00000175387,7.662493231,7.413459954,7.462398576,7.346550767
ENSG00000175390,8.626128869,8.657016794,8.486714676,8.225694993
ENSG00000175395,2.364266545,2.321923754,2.449315433,2.431894661
ENSG00000175416,5.431721343,5.366422695,5.233403242,5.254732055
ENSG00000175455,7.301974926,7.542040628,7.538535928,7.749542157
ENSG00000175467,7.099513665,7.42529703,6.73689885,6.777411418
ENSG00000175470,5.96917024,5.923652889,6.008523606,5.885599862
ENSG00000175471,3.422797724,3.422207267,3.470327946,3.553254905
ENSG00000175482,5.936584125,6.015665651,5.680216264,5.709898935
ENSG00000175505,3.927139634,3.993086851,3.939395387,3.858233996
ENSG00000175536,3.512854338,3.459603725,3.369035281,3.379182996
ENSG00000175538,6.41926069,6.502463673,5.756947534,5.823407703
ENSG00000175544,4.993552889,4.824102782,4.926613739,4.761528491
ENSG00000175548,4.670806022,4.969259348,4.848013274,4.68676084
ENSG00000175550,6.403971722,6.346082189,6.076488999,5.991991556
ENSG00000175556,3.81669624,3.855220765,3.779200842,3.755177552
ENSG00000175567,7.847439266,7.839203605,7.56831897,7.386240635
ENSG00000175573,5.059902708,5.007791048,4.853079318,4.894601245
ENSG00000175575,5.505648349,5.270279819,5.291478559,5.283031119
ENSG00000175581,6.023540272,5.981878165,5.732076997,5.603269802
ENSG00000175582,8.833132522,8.840303084,9.068570773,9.177286327
ENSG00000175591,4.935895282,4.939631837,4.767243397,4.791070775
ENSG00000175592,5.671940452,5.776678047,5.834321838,5.572049663
ENSG00000175595,4.990413738,4.703766087,4.7822104,4.626365614
ENSG00000175602,6.143998639,6.139026086,5.921949643,5.584804126
ENSG00000175606,5.637741524,5.494408476,5.599753117,5.961913046
ENSG00000175634,6.231559697,6.259435624,5.906614495,6.218527964
ENSG00000175643,5.504979459,5.584156539,5.300975175,5.722204194
ENSG00000175662,5.288962161,5.21950955,5.290437788,5.681717153
ENSG00000175691,2.822164414,2.770921855,2.821865924,2.831626139
ENSG00000175701,3.253081085,3.195180827,3.201410345,3.098220326
ENSG00000175707,5.243445904,5.310790628,5.122312027,5.03139415
ENSG00000175711,3.698993965,3.755629288,3.638518146,3.783136397
ENSG00000175727,7.644200844,7.680385278,7.665853631,7.350723395
ENSG00000175745,5.297216505,5.299250544,4.969920893,5.008815646
ENSG00000175756,6.427780485,6.452484144,6.104040956,6.027055775
ENSG00000175768,6.316000307,6.312922909,6.097923865,6.178818099
ENSG00000175782,6.594902986,4.871598828,4.956619459,4.93853511
ENSG00000175787,3.284342575,3.315960103,3.516290723,3.358820564
ENSG00000175792,7.439321137,7.469303053,6.870600765,6.727746173
ENSG00000175793,6.011042369,6.12906623,5.876588217,5.927821199
ENSG00000175826,6.776802886,6.586382471,6.485728152,6.406996287
ENSG00000175832,7.513017397,7.612363093,7.184141924,7.070640428
ENSG00000175854,4.292212512,4.162853987,4.354527056,4.401371418
ENSG00000175866,7.07775072,7.188628754,7.196504457,7.406039673
ENSG00000175893,5.776292406,5.914880896,6.602838025,6.057505308
ENSG00000175895,6.582809157,6.695822074,6.839863053,6.892109581
ENSG00000175906,2.21600377,2.18299321,2.106245621,2.112593454
ENSG00000175920,3.673128802,3.614640157,3.592884104,3.643702722
ENSG00000175928,1.789334919,1.865046879,1.796318807,1.820574858
ENSG00000175931,6.449726912,6.647815355,6.616329818,6.473786932
ENSG00000175938,5.47001265,5.539686709,5.787913298,5.600830342
ENSG00000175970,7.39135639,7.280186649,7.33973186,6.934902388
ENSG00000176018,5.879344947,5.755734572,5.982718953,5.940038972
ENSG00000176022,6.405949652,6.320364867,6.161474379,6.09398768
ENSG00000176024,3.769407632,3.764745096,3.863290002,3.834294679
ENSG00000176049,3.542601135,3.131133681,3.400757478,3.284060767
ENSG00000176055,3.574161119,3.714075253,3.655153284,3.626662994
ENSG00000176058,6.090609621,6.130097243,5.994359299,5.990430814
ENSG00000176087,7.046537457,7.027357558,7.145910039,6.882964699
ENSG00000176092,4.510648249,4.611689876,4.684050557,4.341979159
ENSG00000176095,5.927026452,5.756104406,5.639591136,5.651602372
ENSG00000176101,5.529353677,5.614727254,5.264405321,5.248497498
ENSG00000176102,6.670548255,6.686562366,6.659723973,6.8281691
ENSG00000176105,8.775443394,8.698339061,8.945883898,8.745404648
ENSG00000176108,4.457875558,4.437404366,4.435878262,4.284314028
ENSG00000176142,6.535662124,6.49854934,6.539326832,6.32812984
ENSG00000176148,4.157358852,4.098806203,4.197121257,4.112902519
ENSG00000176153,9.396482257,9.204992416,9.103350178,9.005369054
ENSG00000176155,5.873837998,5.786955888,5.572770152,5.684239296
ENSG00000176171,1.437954378,1.453358404,1.390050019,1.377920183
ENSG00000176182,3.928687581,3.848846843,3.838583263,3.796580353
ENSG00000176208,5.420310598,5.611376922,5.350593109,5.992356489
ENSG00000176209,4.109005528,3.994438872,4.117402816,4.13217331
ENSG00000176225,4.379279529,4.309075329,4.324710593,4.274380161
ENSG00000176244,5.280542614,5.253437798,5.365532909,5.512404682
ENSG00000176248,6.094130084,5.906860084,5.966864848,5.941899946
ENSG00000176261,4.880571668,4.836253136,4.704326817,4.908924939
ENSG00000176273,4.907538871,4.83122411,4.711513731,4.844581681
ENSG00000176340,7.759510984,7.806628165,7.602978743,7.202776238
ENSG00000176371,4.157800131,4.000153804,4.05956986,3.870192204
ENSG00000176386,4.620630004,4.655182501,4.658550981,4.683685601
ENSG00000176387,2.49699205,2.459577327,2.464471682,2.406827539
ENSG00000176390,5.089511135,4.951388685,4.860782765,5.006446386
ENSG00000176393,8.165960778,7.985972543,7.726746344,8.441068414
ENSG00000176396,4.640885363,4.612250262,4.597924653,4.724697301
ENSG00000176401,1.888694543,1.896502696,1.864524895,1.893560865
ENSG00000176407,7.376895431,7.230960703,6.935991062,7.179706695
ENSG00000176410,4.675683934,4.773617219,4.604949094,4.623946742
ENSG00000176422,5.148103204,5.102613098,4.954902313,5.006217658
ENSG00000176444,3.315507868,3.650160001,3.35079805,3.240290693
ENSG00000176454,6.918869105,6.717784822,6.403100274,6.796770027
ENSG00000176463,2.79260576,2.764769288,2.711456724,2.744301777
ENSG00000176472,1.584861156,1.555406906,1.576959301,1.570139026
ENSG00000176473,2.596453271,2.612079667,2.707792799,2.761663074
ENSG00000176476,4.068955004,3.85324674,3.840537097,3.81908018
ENSG00000176485,9.02542869,8.892705658,8.424458903,8.410029108
ENSG00000176531,4.82446409,4.909019265,5.1703492,4.803913318
ENSG00000176532,6.322899051,6.192893794,5.869270347,5.866638964
ENSG00000176533,2.346894486,2.293486817,2.349552802,2.316886092
ENSG00000176542,7.217521814,7.147728648,7.275475281,7.450426665
ENSG00000176595,1.938632204,1.706381664,1.712548949,1.715333921
ENSG00000176597,6.508011143,6.590191243,6.703767317,6.597851999
ENSG00000176619,8.63879929,8.465880741,7.538235083,7.643730132
ENSG00000176623,5.441993486,5.794229808,5.907295955,5.981546045
ENSG00000176624,6.951699421,7.201812003,6.991287513,7.082886353
ENSG00000176658,8.386316008,8.258883255,8.680746892,8.839744696
ENSG00000176681,3.722703485,3.622431503,3.731269579,3.600277904
ENSG00000176695,5.105962323,5.194762696,5.485482308,5.485877379
ENSG00000176697,2.842421909,2.909545314,2.904875527,2.912052878
ENSG00000176700,4.326966164,4.348602423,4.574442737,4.83820201
ENSG00000176714,2.993828769,2.975979451,3.129127762,3.039274779
ENSG00000176715,5.725515807,5.566814198,5.65013669,5.337553383
ENSG00000176720,6.738655198,6.720548461,7.056614586,6.299112615
ENSG00000176731,5.976316886,5.814035041,6.005032178,5.870147235
ENSG00000176749,4.182598179,4.19833819,4.177109528,4.170707182
ENSG00000176783,6.725622786,6.736336472,6.572600411,6.642369189
ENSG00000176809,3.438561263,3.546299608,3.694626799,3.847210254
ENSG00000176834,6.910389301,6.935027576,7.188921881,7.344694873
ENSG00000176842,2.733032953,2.681142964,2.796658138,2.785107835
ENSG00000176845,6.121975784,6.245277101,6.038801877,6.196177878
ENSG00000176853,9.160120091,9.232375788,9.545401733,9.649434033
ENSG00000176871,7.676803207,7.599182065,7.686022495,7.626552911
ENSG00000176884,2.679978094,2.65179669,2.751523729,2.54998605
ENSG00000176890,7.172080623,7.291420376,6.555797789,7.152975097
ENSG00000176894,5.16132295,5.314514412,5.034376303,5.104784618
ENSG00000176896,1.55612278,1.591278864,1.625405642,1.62434677
ENSG00000176903,6.212241946,6.309244198,6.453637815,6.07961188
ENSG00000176915,8.123067418,8.019464456,7.973913758,7.768193857
ENSG00000176920,5.1052381,4.772294985,4.594562913,4.641622639
ENSG00000176933,1.778307965,1.827598687,1.872405047,1.838044074
ENSG00000176945,5.680437413,5.765078954,5.723844576,5.963437645
ENSG00000176946,5.933265275,6.000622663,5.804606184,5.653345588
ENSG00000176953,6.952255463,6.831406863,6.793950509,6.98923197
ENSG00000176973,5.785476763,5.70743199,5.914972345,5.681640863
ENSG00000176974,7.085288825,6.748220843,6.144556396,6.347787096
ENSG00000176978,6.961208457,6.928736508,6.920771885,6.690810044
ENSG00000176986,8.044221565,7.978484477,8.200713376,8.065727795
ENSG00000176994,6.209781683,6.16794529,6.397572519,6.487507818
ENSG00000177000,6.464896628,6.493469616,6.593840995,6.474091061
ENSG00000177030,6.481077072,6.322731747,6.261109646,6.28439059
ENSG00000177034,5.609463286,5.76514447,5.681568714,5.727413643
ENSG00000177042,6.046299809,5.883606371,6.26026374,6.357147522
ENSG00000177045,5.50347353,5.65142067,5.589278056,5.495862155
ENSG00000177051,6.412625849,6.257997811,6.12836267,6.033770932
ENSG00000177054,6.456203119,6.549098148,6.725272371,6.586141903
ENSG00000177058,4.658130502,4.597657457,4.507287004,4.735003634
ENSG00000177076,4.059811423,4.037658807,3.954646513,4.031717867
ENSG00000177082,6.548684074,6.584945739,6.39036079,6.404744914
ENSG00000177084,7.121206285,7.15425841,7.212859576,7.56357653
ENSG00000177096,2.974141898,2.839493893,2.906051679,2.823864645
ENSG00000177105,6.132780507,6.060084822,5.737201964,5.91082788
ENSG00000177106,9.239441545,8.971354526,9.097786608,8.897865849
ENSG00000177119,8.692232545,8.781396822,9.168108708,9.015480227
ENSG00000177125,5.293280808,5.233340265,5.393670333,5.414764439
ENSG00000177144,4.833017182,5.057012485,4.814775579,4.840377586
ENSG00000177150,5.401817605,5.624072504,5.292267745,5.426495241
ENSG00000177156,8.889181702,8.918468112,8.555198398,8.693451409
ENSG00000177169,6.278854244,6.440992514,6.92632865,6.813893782
ENSG00000177181,5.29805133,5.176586283,5.518384931,5.522826243
ENSG00000177189,8.360682281,8.234752424,8.537901558,8.469135169
ENSG00000177191,1.594277094,1.591090863,1.609252688,1.571609291
ENSG00000177192,5.778318393,5.560182815,5.044217708,5.028700621
ENSG00000177200,7.026134342,6.876023114,7.045647999,6.787168584
ENSG00000177225,7.329814301,7.548161104,7.377214194,7.192628478
ENSG00000177239,7.11881725,7.052990202,7.173376234,7.198758497
ENSG00000177302,6.175427985,5.821679704,5.853855856,5.920404713
ENSG00000177303,4.781031578,4.829863116,4.761731398,4.710760686
ENSG00000177311,6.795581264,6.742936799,7.053974756,7.03843136
ENSG00000177352,4.894640982,4.947832768,4.832603469,4.893621352
ENSG00000177370,4.203277309,4.359356519,4.261439446,4.304983601
ENSG00000177380,4.471430021,4.520886945,4.093436236,4.157438112
ENSG00000177383,5.979960468,5.94473357,6.145915932,6.167524564
ENSG00000177409,3.526465526,3.389029774,3.42697627,3.554150657
ENSG00000177425,7.807319403,7.983646504,7.634066488,7.994827974
ENSG00000177426,7.734057237,7.626770814,8.370784456,8.108069716
ENSG00000177427,4.612538603,4.574046085,4.657821176,4.890983143
ENSG00000177432,3.680548111,3.696741855,3.812879606,3.912488432
ENSG00000177463,7.000359501,7.060492836,7.112128933,7.11926916
ENSG00000177465,2.794476873,2.873436671,2.909243887,2.856893555
ENSG00000177469,7.155347157,7.020691398,6.640727072,6.62543799
ENSG00000177479,7.179373132,6.77674161,6.914412712,6.571207604
ENSG00000177485,6.612773592,6.601134186,6.642893755,6.949897751
ENSG00000177542,6.876431513,6.636752887,6.610904276,6.275239053
ENSG00000177548,5.211723501,5.109875511,5.061985045,5.112163391
ENSG00000177556,4.987315743,4.894709301,4.924327784,4.878934064
ENSG00000177565,8.324992708,8.236532954,8.479001697,8.225068012
ENSG00000177570,7.90389138,8.202324845,8.345298606,8.206860409
ENSG00000177576,5.52681669,5.585610658,5.805549737,5.706665482
ENSG00000177595,5.824391379,5.825973764,5.508955497,5.760322054
ENSG00000177600,10.12032158,10.0622502,9.583940635,9.453695685
ENSG00000177602,4.522377491,4.439541225,4.263280374,4.491773164
ENSG00000177606,10.39313675,10.31722345,10.09901979,10.14775301
ENSG00000177613,6.247416312,6.164747785,6.192543513,6.222223248
ENSG00000177628,5.515299913,5.637087703,5.641038829,4.862217745
ENSG00000177646,6.986083808,6.840492853,6.682416954,6.534082036
ENSG00000177663,5.186987184,5.119269453,5.09865121,5.043495975
ENSG00000177666,7.976939462,8.04883729,8.545107711,8.488346594
ENSG00000177674,4.960117732,4.991291059,4.805655095,4.802610237
ENSG00000177683,5.94253104,6.179584902,6.395187672,6.689129502
ENSG00000177685,6.488056854,6.579731088,6.137435452,5.986307201
ENSG00000177694,5.93852508,6.317375633,6.768477192,6.354755
ENSG00000177697,9.252791521,9.185218877,8.843235489,8.577968033
ENSG00000177700,7.309572381,7.211979472,6.797591242,6.793656938
ENSG00000177707,6.143142179,6.073474259,6.301815521,6.182511253
ENSG00000177721,3.443700962,3.408314997,3.512439669,3.354604208
ENSG00000177728,7.091653395,7.209279765,7.060105522,6.966222097
ENSG00000177731,8.137911914,8.184485727,8.164867481,7.74426634
ENSG00000177732,5.153551629,5.180080739,5.123650074,5.25750269
ENSG00000177733,8.473262701,8.396949062,8.05779214,7.879282973
ENSG00000177830,7.457076895,7.356078873,7.062562432,6.779864728
ENSG00000177842,3.967735199,4.005124094,3.89823569,4.14521792
ENSG00000177853,7.144521894,7.095107768,7.349899712,7.475705016
ENSG00000177854,4.791419256,4.73505684,4.62479124,4.62530831
ENSG00000177868,4.383990369,4.419089998,4.234255333,4.302487144
ENSG00000177873,2.964270775,3.003542718,2.934829761,2.991398136
ENSG00000177879,6.694171038,6.724286517,6.916797237,6.968526483
ENSG00000177885,8.434727618,8.326820526,8.25016905,8.336318827
ENSG00000177888,6.18028597,6.228010456,6.642292324,6.568217727
ENSG00000177889,7.816125992,7.738228598,7.175300366,7.634483166
ENSG00000177917,5.276366973,5.487342946,5.084936226,5.099205251
ENSG00000177943,3.774043243,3.570153946,3.535065433,3.592928173
ENSG00000177946,4.970026515,4.918812419,4.975869933,5.009549832
ENSG00000177951,7.338391431,7.375032316,7.375420498,7.528708644
ENSG00000177954,8.974851716,8.89686611,8.883150757,8.827936439
ENSG00000177963,7.948959514,7.807737467,7.734555822,7.777307786
ENSG00000177971,6.62869142,6.478582596,6.183143394,6.390585055
ENSG00000177981,5.30437253,5.424648865,5.735374314,5.445003986
ENSG00000177990,2.695411941,2.774213639,2.769096659,2.7863111
ENSG00000178026,3.187649397,3.139213227,3.196101319,3.174120953
ENSG00000178028,5.793682197,5.608866333,5.515687987,5.715281916
ENSG00000178035,7.890465138,7.794279727,7.454530048,7.545158155
ENSG00000178038,5.227080798,5.2389564,5.227106045,5.127865839
ENSG00000178053,4.98981351,5.135051914,5.225257353,5.286614341
ENSG00000178057,5.268479946,5.332035512,5.432843774,5.253894554
ENSG00000178074,5.715291836,5.601121211,5.497036034,5.681064842
ENSG00000178075,3.675569544,3.680881867,4.015040175,3.639914261
ENSG00000178078,5.629120287,5.713238036,5.539318634,5.498536159
ENSG00000178096,2.554080309,2.549268401,2.484490842,2.503850576
ENSG00000178104,6.347909009,6.643023862,6.702082551,6.809652431
ENSG00000178105,6.450241327,6.531601983,6.267196493,6.098691515
ENSG00000178127,7.410023815,7.51612934,7.581120885,7.557334383
ENSG00000178149,5.071241709,5.152394618,4.942720079,5.217308415
ENSG00000178177,5.424045288,5.365725978,5.28027367,5.379561126
ENSG00000178184,2.395623704,2.392930073,2.433944123,2.439883913
ENSG00000178188,6.022166554,6.154331851,5.9001198,6.06149943
ENSG00000178202,6.409247512,6.634645125,6.342415472,6.670338599
ENSG00000178209,10.37897077,10.48801959,10.81767373,10.34548014
ENSG00000178229,4.0877023,4.176116462,4.102388185,4.139868837
ENSG00000178234,6.727036177,6.472240638,6.900379045,6.836533928
ENSG00000178252,7.891054837,7.621096952,7.708655528,7.55090724
ENSG00000178295,6.436278481,6.40013629,6.066973836,6.146995799
ENSG00000178301,1.96816825,1.938787556,1.994490101,2.049287315
ENSG00000178307,4.693402781,4.867850537,4.565946871,4.532929806
ENSG00000178338,3.630731892,3.736407124,3.79459601,3.862031325
ENSG00000178381,2.978352599,3.013100803,3.110758122,3.029001454
ENSG00000178385,5.481784008,5.57709493,5.767951962,5.744578406
ENSG00000178386,3.805483256,3.808735808,4.00059866,3.898895856
ENSG00000178401,4.750159096,4.868928727,4.965422404,4.887012395
ENSG00000178409,4.686696083,4.717612187,4.614950155,4.575408119
ENSG00000178425,6.914185952,6.807180423,7.125736668,6.436309742
ENSG00000178449,5.048468072,4.942765121,4.730510935,4.896636975
ENSG00000178460,2.064909032,2.0217454,1.974557707,1.996976971
ENSG00000178462,1.492321043,1.505143993,1.575291419,1.498854063
ENSG00000178467,5.746457138,5.76210362,5.868158266,5.886569001
ENSG00000178502,5.20697534,5.16502298,5.333680148,5.299259702
ENSG00000178531,3.242578908,3.164753993,3.202572232,3.090187595
ENSG00000178537,4.446500801,4.410514984,4.528458387,4.53086001
ENSG00000178567,4.791787513,4.914773405,5.121629428,5.095690315
ENSG00000178585,5.350738757,5.565108422,5.71507742,5.285696734
ENSG00000178605,6.965200564,6.82136523,6.286891152,6.071321745
ENSG00000178607,5.418154982,5.597635347,6.110250096,5.535556597
ENSG00000178623,6.746232026,6.771746339,6.514904201,6.49796512
ENSG00000178662,1.887052495,1.917322164,1.881232581,1.964731488
ENSG00000178665,2.616854007,2.676230265,2.666444607,2.646262071
ENSG00000178685,6.534580137,6.529551555,5.946594165,6.208407528
ENSG00000178691,8.668212461,8.67411288,8.888055783,9.003220506
ENSG00000178694,4.996165002,5.125611906,5.255955446,5.31327152
ENSG00000178695,5.149429986,5.045302601,4.955702964,5.066643223
ENSG00000178700,4.912713382,4.827791979,4.919164917,5.244925264
ENSG00000178718,5.995664596,6.059532361,5.658035883,5.702309402
ENSG00000178719,7.556778424,7.695259609,8.055119137,7.895640568
ENSG00000178741,7.636548264,7.586691657,7.237912409,7.410784775
ENSG00000178750,2.980849831,3.016615,3.116517527,2.967633681
ENSG00000178752,2.077333137,2.068682126,2.068627576,2.052012853
ENSG00000178761,6.995963233,6.689560855,7.034243152,6.592213111
ENSG00000178764,5.360354181,5.34644336,4.934086441,4.935307808
ENSG00000178773,4.076310663,4.140397419,3.886258101,3.962707542
ENSG00000178802,5.999442717,6.144463347,6.044035619,5.858035042
ENSG00000178809,2.869870119,2.709288035,2.870599006,2.817756611
ENSG00000178814,4.095379617,4.07877158,4.161470981,4.131762305
ENSG00000178826,6.960368132,7.171687917,6.850713503,6.976811547
ENSG00000178878,4.063309045,4.063748319,4.19668597,4.30737258
ENSG00000178896,4.674534069,4.688423658,4.523209771,4.54981267
ENSG00000178904,6.135959302,6.459859614,6.369135962,6.370181803
ENSG00000178913,8.238714023,8.318690404,8.390946513,8.524606477
ENSG00000178917,2.683108388,2.670415532,2.7203768,2.696081235
ENSG00000178921,5.32854564,5.373961442,5.053900464,5.075208284
ENSG00000178922,4.578382662,4.806512102,4.530842507,4.616173564
ENSG00000178927,6.474416938,6.507895861,6.273589371,6.644983997
ENSG00000178935,6.122569189,6.118612373,6.139653769,5.736258883
ENSG00000178950,7.767596595,7.769917877,7.603983966,7.463947358
ENSG00000178951,6.983632076,6.81953054,6.637264623,6.692546274
ENSG00000178952,8.621076485,8.522445991,8.428659086,8.334672584
ENSG00000178966,5.726148691,5.732320378,5.536343793,5.7379638
ENSG00000178971,5.645362408,5.245952425,5.071637853,5.188647689
ENSG00000178974,5.978972546,6.045245034,6.19642547,6.097077314
ENSG00000178980,7.237878069,7.283033247,6.992118241,6.897318589
ENSG00000178982,8.343286259,8.443813131,8.082629716,8.100931541
ENSG00000178988,7.111913678,6.914123203,7.124075968,7.30192382
ENSG00000178996,6.347907926,6.493261204,6.736649508,6.604956915
ENSG00000178999,5.713567423,5.675111592,5.226272046,5.404107678
ENSG00000179010,8.839426424,8.872846591,8.783270222,8.851531952
ENSG00000179021,3.87029946,3.744777172,3.821708069,3.776901466
ENSG00000179023,5.70368075,5.635855378,5.385059887,5.398768392
ENSG00000179029,3.390067514,3.366513119,3.40314671,3.330483723
ENSG00000179041,5.698042657,5.602626286,5.159140602,5.153006372
ENSG00000179051,9.206817371,9.220533802,8.788704322,8.499545657
ENSG00000179085,3.637401977,3.723535854,3.585889164,3.564389747
ENSG00000179091,7.773709208,7.722358137,7.178474574,7.474640354
ENSG00000179094,4.945053673,4.778782557,5.010236449,4.790232799
ENSG00000179104,6.425421993,6.568351446,6.714580879,6.680935
ENSG00000179115,6.376638025,6.396926889,5.949046198,5.864714302
ENSG00000179119,7.262059016,7.115367805,7.949946708,7.236496634
ENSG00000179134,7.894957373,8.184863922,8.198117764,8.129486244
ENSG00000179151,6.885130824,6.901151093,6.816504482,7.007198567
ENSG00000179152,5.338636967,5.480292658,5.420720904,5.631888752
ENSG00000179163,7.294843066,7.411260542,7.933164478,7.892814768
